user,session_count,total_events,unique_page_types,events_per_session
12869465699560824419u,1,6,2,6.0
128709110884461617u,1,7,2,7.0
12873954589642312244u,3,18,4,6.0
1287406391945270891u,1,6,2,6.0
1287476442079834340u,1,6,1,6.0
1287753389519312487u,1,16,3,16.0
12878961427202578123u,8,8,1,1.0
12879153494998730875u,2,11,3,5.5
12879537988191544771u,6,31,3,5.166666666666667
12882578485230124022u,1,8,2,8.0
12883753275297093977u,3,22,3,7.333333333333333
12883851152680960796u,2,6,1,3.0
12883954575099706187u,1,15,3,15.0
12884178100830789452u,1,7,2,7.0
12884264953623666517u,3,18,3,6.0
12885884966760903020u,1,7,2,7.0
1288625137564965766u,1,9,3,9.0
12887065606623553165u,5,13,3,2.6
12887660324394246022u,2,27,4,13.5
12887922824475236135u,1,6,3,6.0
12887997292993011041u,1,6,2,6.0
12888035346596658402u,4,23,3,5.75
1288817531741086020u,1,9,3,9.0
12889047552281935396u,1,19,4,19.0
12889807975392809933u,1,6,1,6.0
12891623653708017564u,1,8,3,8.0
1289165351125421576u,1,6,2,6.0
12892525211513158138u,2,17,4,8.5
12896051380824332352u,3,11,1,3.6666666666666665
12899338755940923400u,2,9,1,4.5
12901011848803825061u,9,9,1,1.0
12904210802677403222u,5,13,3,2.6
12904828182700256010u,1,8,2,8.0
12906272623216826337u,1,6,2,6.0
12908283937360816392u,4,17,1,4.25
12911211005900884833u,46,78,1,1.6956521739130435
12912353416210193304u,1,12,2,12.0
12912990731229866794u,9,9,1,1.0
12913967854682360539u,1,8,2,8.0
12914407592663063785u,4,8,1,2.0
12914563188826690216u,6,25,4,4.166666666666667
1291756320822603497u,1,10,3,10.0
12919514281544985590u,2,6,1,3.0
12919887172207341006u,1,17,4,17.0
12919926843208162228u,1,6,1,6.0
12920536677194350008u,1,7,2,7.0
12920585537471658826u,1,12,1,12.0
12926026682047107102u,1,8,2,8.0
12926403651019075761u,1,6,1,6.0
12926499399948655394u,1,6,2,6.0
12928238140510556882u,1,8,2,8.0
12928651305316708952u,1,8,3,8.0
12928752583062996187u,2,19,3,9.5
12931415328441424751u,1,14,4,14.0
1293272149531615246u,1,6,2,6.0
12933833587685888050u,1,12,2,12.0
12933899647983381614u,1,14,2,14.0
12934223778611709561u,1,6,2,6.0
12935174005845954107u,4,6,1,1.5
1293672628255638336u,3,15,3,5.0
12937360658222853417u,3,14,3,4.666666666666667
12937827460781428129u,1,10,3,10.0
12938033840142748602u,1,22,3,22.0
12938387773548676080u,3,11,3,3.6666666666666665
12939943491898462611u,5,6,1,1.2
12941819424444576318u,1,10,4,10.0
12942910703181866317u,6,27,4,4.5
12943882412540790386u,1,17,4,17.0
12944031505740331509u,4,12,4,3.0
12946503421641283634u,1,9,2,9.0
12949578188718936627u,2,10,1,5.0
12951615516649711876u,1,7,2,7.0
12952657599110381574u,3,7,1,2.3333333333333335
12955170972334927169u,1,6,3,6.0
12955607873357472650u,2,15,1,7.5
12956862928645921638u,5,18,3,3.6
12956964929758947024u,1,6,1,6.0
129579251306250476u,1,16,3,16.0
12960471545601350845u,1,11,4,11.0
12960951554156059147u,2,7,1,3.5
12962302869292310861u,1,7,3,7.0
12962330226444249235u,1,12,3,12.0
12962915386380440206u,6,7,1,1.1666666666666667
12963051491999467777u,1,10,4,10.0
12963279303975547705u,1,7,1,7.0
12963483342785132099u,3,18,2,6.0
12963834119680237893u,8,44,3,5.5
12965616456329244522u,1,32,2,32.0
12966481264400676694u,1,17,2,17.0
12967357948446793463u,15,16,1,1.0666666666666667
12967392662045463378u,3,9,1,3.0
12970099998730484540u,6,7,1,1.1666666666666667
12971327397541643819u,2,6,1,3.0
12973635005828177182u,1,10,4,10.0
12974200883722135511u,1,9,1,9.0
12974277917577580603u,1,7,2,7.0
12975055891743304892u,2,26,4,13.0
12975219904340469424u,1,17,2,17.0
12978574912045639690u,3,9,1,3.0
12979169241570413045u,1,6,2,6.0
12979884972262437958u,1,17,2,17.0
12981007427903401054u,1,8,2,8.0
12981642422985618183u,2,23,3,11.5
12984334174780026836u,1,6,1,6.0
12985047738948677667u,3,14,3,4.666666666666667
12988117065760236569u,2,6,1,3.0
12992062396309195488u,1,6,3,6.0
12992430153727398065u,1,6,3,6.0
12993556651914426652u,1,9,2,9.0
1299482947169332457u,2,19,3,9.5
12995688345640843113u,1,12,3,12.0
12996140209202048756u,1,6,3,6.0
12998413653813500915u,3,17,3,5.666666666666667
130001939864055530u,1,10,2,10.0
13000387275110911565u,2,31,2,15.5
13000752315281867671u,1,6,2,6.0
13003705999777431219u,2,12,2,6.0
13003950282287142730u,1,8,1,8.0
13005358752511793500u,4,13,1,3.25
13007447739287213500u,8,9,1,1.125
13007652347290847579u,4,39,3,9.75
13007952348392779102u,1,25,2,25.0
1300883122451420431u,1,7,2,7.0
130099769044037771u,1,7,4,7.0
13010119528717183462u,3,11,2,3.6666666666666665
13013280624981095610u,6,23,3,3.8333333333333335
130134195348972147u,1,6,2,6.0
13013735013643931464u,3,15,2,5.0
13015097214665909197u,3,7,1,2.3333333333333335
13018360034368523926u,2,14,3,7.0
13018457311735620073u,1,13,2,13.0
13018613808130782584u,1,8,2,8.0
13021235100175665733u,2,14,3,7.0
13022205438856208557u,1,13,3,13.0
1302227805181518792u,5,6,1,1.2
13023370038717743834u,1,8,2,8.0
13023575767119627909u,1,6,1,6.0
13023906244297201255u,1,9,2,9.0
13023960336743533222u,1,12,3,12.0
130252580693626103u,2,14,3,7.0
13026444499979574706u,1,10,3,10.0
13027874204938210241u,1,10,2,10.0
13029195848974356303u,1,11,3,11.0
13031269176025996712u,2,23,3,11.5
13031792113496032235u,1,7,2,7.0
13032284005737989541u,1,11,2,11.0
13032306481450369827u,1,6,2,6.0
13035380969653994374u,2,12,2,6.0
13036765554718283846u,1,6,2,6.0
13038126098807923307u,1,7,2,7.0
13038534961893816052u,1,7,1,7.0
13039887276792103877u,1,7,1,7.0
13039991315114796730u,14,14,1,1.0
13040040716077610685u,2,14,3,7.0
1304096380318482436u,1,7,1,7.0
13041947123371968851u,1,26,4,26.0
13042729979738688611u,1,8,1,8.0
13043366570324096203u,1,13,4,13.0
13043993734807525583u,6,6,1,1.0
13045027758329907779u,1,10,2,10.0
13045862930156362634u,3,13,3,4.333333333333333
13048324435232349736u,4,12,2,3.0
13048692309765329287u,1,6,2,6.0
13048706800657246420u,2,23,2,11.5
1304909472576880119u,1,6,2,6.0
13049275307148354967u,1,6,2,6.0
13050274284231048405u,4,49,4,12.25
13050454121831775215u,1,8,2,8.0
13051136953678147313u,1,17,3,17.0
13052447329906664237u,1,7,2,7.0
13053540306996486029u,1,13,3,13.0
13054208118006274409u,1,7,1,7.0
1305446709439498390u,1,9,2,9.0
13056029526696164606u,1,9,3,9.0
13059627430618445187u,1,6,1,6.0
13059964192330961718u,4,11,3,2.75
13060334322701155423u,1,8,1,8.0
13060837199618256613u,1,11,1,11.0
13061471070919355632u,1,9,1,9.0
13061900115247491997u,1,8,1,8.0
13065273404264303597u,7,7,1,1.0
13066470632077431025u,2,16,4,8.0
1306778431655551668u,1,10,1,10.0
13070050406604333337u,3,16,3,5.333333333333333
13071734888231182668u,2,16,2,8.0
13073048593214405583u,1,18,2,18.0
13074274033436187725u,3,12,1,4.0
13074529216826940037u,1,17,2,17.0
13074573827193472925u,1,7,2,7.0
1307521575248401321u,1,6,3,6.0
13076707077002739812u,1,9,1,9.0
13076878832800738714u,2,8,1,4.0
13077727480470115344u,4,15,2,3.75
13078990966508697499u,16,16,1,1.0
13080564352341783920u,1,9,1,9.0
13081171156100628978u,1,7,2,7.0
13081511370456496839u,1,11,3,11.0
13083051392535546941u,1,7,2,7.0
13083144164991555135u,3,24,4,8.0
13083931897400365245u,32,171,3,5.34375
13085243222455610212u,1,17,2,17.0
13085822865585001244u,1,9,3,9.0
13087212202207961692u,2,8,1,4.0
13087643402444095144u,2,13,3,6.5
13088075608519908085u,1,6,2,6.0
1309138455345781272u,4,6,1,1.5
13091390669619485084u,4,6,1,1.5
13093144470376281674u,1,18,2,18.0
13093332011181497186u,1,6,2,6.0
13094374090333488290u,1,6,2,6.0
13096364387027533932u,2,11,2,5.5
1309718097161134299u,7,19,4,2.7142857142857144
13097509453770559017u,1,13,3,13.0
13097579840794921131u,2,22,3,11.0
13098670281683702272u,1,19,4,19.0
13099656536773694366u,2,42,2,21.0
13100211845456048338u,3,12,2,4.0
13100892774037392938u,1,6,2,6.0
13101040287520152730u,15,60,4,4.0
13101694242924177246u,1,6,1,6.0
13102893761969934854u,1,6,3,6.0
13106247334003013015u,1,7,3,7.0
13107438498523492577u,1,13,2,13.0
13110790893659282825u,1,6,3,6.0
13111794406054461658u,7,8,1,1.1428571428571428
13111959608003513358u,2,11,3,5.5
13112257598963067777u,1,6,2,6.0
1311656926967877901u,1,6,1,6.0
13117962876185793258u,1,9,1,9.0
13118937905676514644u,4,17,4,4.25
13120547770658189920u,3,15,1,5.0
13123002381130607391u,2,14,2,7.0
1312350932552462121u,1,10,3,10.0
13123800169232316691u,1,6,2,6.0
13125813543096458973u,1,7,1,7.0
13125906769958687992u,1,10,2,10.0
13126257158812065475u,1,6,1,6.0
13128010608318425405u,2,9,1,4.5
13128435971176840398u,2,8,1,4.0
1313119298271795046u,11,11,1,1.0
13132018291214802513u,1,7,2,7.0
13132743616136627543u,1,6,3,6.0
13133360484293407303u,1,21,2,21.0
13135451046925069601u,1,8,2,8.0
13138694742006384883u,9,9,1,1.0
13138820398630742317u,12,12,1,1.0
13140222371901355484u,1,7,1,7.0
13140586678695222210u,1,8,3,8.0
13141716497902854740u,1,8,1,8.0
13142248497468375857u,1,9,1,9.0
13142886198725553191u,1,9,1,9.0
13142934908430717122u,1,8,2,8.0
13143934956106574662u,4,20,4,5.0
13144743468865211653u,1,6,2,6.0
1314626834385844522u,3,11,2,3.6666666666666665
13146510790366014096u,2,11,3,5.5
1314706889210958175u,3,6,1,2.0
13148879878213305138u,3,68,4,22.666666666666668
13153830939399020099u,1,7,2,7.0
13154130696618600628u,1,8,2,8.0
13156500458320615007u,1,7,3,7.0
13156545850793983121u,1,7,2,7.0
13158358793882203437u,1,6,2,6.0
13160716887923168862u,2,16,2,8.0
13162595725643258873u,1,17,2,17.0
13163047668336927842u,1,8,2,8.0
1316391568751827889u,1,8,2,8.0
13164921748107810224u,2,6,1,3.0
1316617677830457669u,70,666,3,9.514285714285714
13166188859518599090u,1,9,3,9.0
13168638340282817934u,1,7,3,7.0
13171414261078761862u,1,8,2,8.0
13171820598440582874u,1,6,2,6.0
13172215266507129878u,4,24,3,6.0
13172320031779590287u,4,12,3,3.0
1317283985869521219u,2,11,4,5.5
13173579107918634875u,1,7,3,7.0
13174444839619262479u,4,37,4,9.25
13174729033255491007u,1,24,3,24.0
13175105852834111828u,9,9,1,1.0
13175273931154313726u,8,57,3,7.125
13175349798631851576u,5,6,1,1.2
1317570248150029764u,2,6,1,3.0
13177951459466494904u,1,8,2,8.0
13178808996860907751u,16,22,1,1.375
1317948521410935332u,8,17,3,2.125
13181737375584555527u,4,6,1,1.5
13182243737713704069u,1,6,3,6.0
13184441882650059864u,4,6,1,1.5
13184945303460467425u,1,8,2,8.0
13186827787274210770u,1,6,2,6.0
1318863227620991692u,5,15,3,3.0
13188908714017553066u,1,15,2,15.0
13189550083306636125u,1,6,2,6.0
13190027693116681565u,1,13,3,13.0
13190765072803634072u,1,6,2,6.0
13191952457175434522u,1,7,1,7.0
13192501733253431017u,1,7,3,7.0
13195094170866170557u,1,21,2,21.0
13196210769941847736u,2,16,3,8.0
13196262445436706303u,11,12,1,1.0909090909090908
13196682600611316003u,12,12,1,1.0
13198122898043780637u,2,9,1,4.5
13201187554638763195u,2,46,4,23.0
13201306560585296845u,4,23,2,5.75
13201780976890487439u,1,6,1,6.0
13202481622799472563u,1,6,2,6.0
13202822300976765985u,1,7,4,7.0
13203111704873476552u,1,10,2,10.0
13203633203249173275u,1,6,1,6.0
1320489588392546332u,3,11,3,3.6666666666666665
13204937741749426683u,3,22,2,7.333333333333333
13205799649289986158u,4,17,3,4.25
13205981886124324197u,1,13,2,13.0
13206534142440250816u,3,15,4,5.0
13206729122868098879u,1,7,4,7.0
13206944194812493876u,1,7,2,7.0
13207539851834970588u,1,6,2,6.0
13208365306234065357u,1,24,2,24.0
13209282586046636171u,1,15,4,15.0
13210867682397054348u,1,17,4,17.0
13211737881284195005u,2,14,2,7.0
13212183113489056198u,1,6,2,6.0
13213820170324915808u,1,22,2,22.0
13214078362865112443u,3,6,1,2.0
1321502367528096661u,5,116,3,23.2
13215245859234964409u,1,11,1,11.0
13215403649231278519u,6,20,4,3.3333333333333335
13217089757449325054u,1,12,3,12.0
13217869110027178291u,1,8,2,8.0
13217965974217089604u,1,15,3,15.0
1321806106554188580u,1,6,3,6.0
13218957783413393264u,2,25,4,12.5
13222667882332670939u,1,9,3,9.0
13223523872879688018u,1,11,2,11.0
13224398299444049698u,1,8,1,8.0
13224858289074650955u,1,10,2,10.0
13225209969309428241u,5,17,3,3.4
13225369248131456289u,2,7,1,3.5
13226304373802584107u,1,30,4,30.0
13227352093531230476u,1,7,2,7.0
13228139131207233368u,11,23,3,2.090909090909091
13228576532578335307u,1,6,2,6.0
13229314157919925058u,1,9,3,9.0
1323107582101249206u,2,28,3,14.0
13231973263171711466u,1,6,3,6.0
13233585579903780017u,3,12,3,4.0
13235608998657983600u,1,7,2,7.0
13236971434371846787u,3,18,4,6.0
13237197357985919687u,2,9,1,4.5
13238664333174611324u,7,7,1,1.0
13239198580727307934u,1,6,3,6.0
13240141323953628519u,1,13,3,13.0
13240449430324248677u,2,51,4,25.5
13242024066023163454u,2,12,3,6.0
13244289791057877455u,2,9,1,4.5
13244565114446550413u,1,12,3,12.0
13245041193938967094u,3,14,2,4.666666666666667
13245210125886882272u,1,17,2,17.0
1324821200933621614u,2,16,2,8.0
13248839428258008115u,1,7,2,7.0
13250036123932875528u,6,43,3,7.166666666666667
13250211776866535478u,2,6,1,3.0
13250295280955964148u,1,11,1,11.0
13250536010236069914u,6,6,1,1.0
13252450849722473171u,2,8,1,4.0
13253180786729746076u,1,7,1,7.0
13254150407813184429u,2,6,1,3.0
13256736436524562422u,1,6,1,6.0
13256862026260798915u,1,13,2,13.0
13258754297224311114u,1,6,2,6.0
13259594488271528146u,5,58,4,11.6
13260068578277157678u,1,6,2,6.0
13261605053711578774u,1,16,1,16.0
13262360406119716760u,1,7,1,7.0
13263080767569058801u,1,12,3,12.0
13263734419117365749u,1,10,3,10.0
13263873579001461737u,9,9,1,1.0
13265014946391572576u,3,8,1,2.6666666666666665
13265417696375585858u,4,6,1,1.5
13265501894519301117u,3,14,1,4.666666666666667
13267643698065269112u,5,10,1,2.0
13270664991139748901u,5,14,3,2.8
13270901997195982011u,1,11,3,11.0
13271767242880855762u,3,8,1,2.6666666666666665
1327350488615997250u,1,15,2,15.0
13281278227470234636u,2,19,3,9.5
13282289926581428899u,1,48,3,48.0
13282952338912011330u,1,6,1,6.0
13283130072372689890u,5,26,3,5.2
13283825560819524665u,1,8,1,8.0
1328390502818490206u,4,18,3,4.5
13284940005118672985u,1,12,4,12.0
13285426444527206356u,1,7,2,7.0
1328773853106173325u,1,6,2,6.0
13288960100867318526u,4,29,4,7.25
13289126444769970001u,9,9,1,1.0
13294954537968548312u,1,8,2,8.0
13295570922804964754u,1,13,2,13.0
13296289554615843557u,1,10,3,10.0
13298257028733702550u,1,10,1,10.0
13298455010821544481u,1,8,3,8.0
13298966234525834269u,1,7,1,7.0
13300172297683912089u,2,14,2,7.0
13300815453316142785u,1,13,2,13.0
13303181778400718739u,1,14,3,14.0
13303709316660226719u,2,11,2,5.5
13304194032432522013u,1,8,1,8.0
13306995219745338215u,1,32,4,32.0
13307336052949231568u,1,7,2,7.0
13307990209971726329u,1,6,4,6.0
13308081471489348348u,3,11,2,3.6666666666666665
13309572364154845799u,1,8,2,8.0
13310985649700032461u,1,19,4,19.0
13312073592316238855u,7,7,1,1.0
13312129596645114643u,1,24,2,24.0
13312652994994556964u,1,23,2,23.0
13313778923427078109u,3,11,3,3.6666666666666665
13314268595364501907u,1,8,3,8.0
133163289339012584u,1,7,3,7.0
13317581143102245170u,4,15,3,3.75
13318337584909913603u,1,10,2,10.0
13318570708106742632u,1,22,4,22.0
13319632669368766998u,1,8,2,8.0
1332079431794452464u,1,11,3,11.0
13320847809904490926u,1,13,2,13.0
13323526223325252475u,1,9,3,9.0
13324625756491385469u,2,17,2,8.5
13327032592922235043u,3,12,3,4.0
13327841162336640701u,1,6,2,6.0
13328709840464322605u,6,59,4,9.833333333333334
13329286120558100797u,1,6,2,6.0
1332985339208956503u,1,11,2,11.0
13330259157480205798u,1,10,3,10.0
13331300565748551227u,2,14,3,7.0
1333176100370458273u,1,6,2,6.0
13331813336121013979u,4,11,1,2.75
13331957611341956762u,1,11,2,11.0
13332694728881044426u,2,15,4,7.5
13333067098609719632u,1,13,2,13.0
13333404538388682996u,4,6,1,1.5
13333903215290960825u,1,8,2,8.0
13335339742272770251u,14,15,1,1.0714285714285714
13335428421538101961u,3,26,4,8.666666666666666
13335543636348697605u,1,6,1,6.0
13336904532789371149u,6,20,4,3.3333333333333335
13337868715547741207u,1,19,4,19.0
13337992607101745932u,1,10,4,10.0
13338660155913425974u,1,9,3,9.0
133388335819812368u,3,10,1,3.3333333333333335
13339688133940518387u,1,6,1,6.0
13339738961587574066u,3,24,1,8.0
13340105417913105668u,1,8,2,8.0
13342886306972518436u,3,11,2,3.6666666666666665
13346505106885372729u,2,8,1,4.0
13346681458733412859u,2,15,3,7.5
13346954998624869345u,3,80,4,26.666666666666668
13347079760491252710u,1,14,1,14.0
13347746911682705444u,1,8,2,8.0
13348475610133520293u,1,10,3,10.0
13349773574607007820u,4,38,2,9.5
13351815386393993568u,1,26,3,26.0
13352130207569138158u,2,44,4,22.0
13352746218329246885u,2,8,1,4.0
1335308581841590832u,1,10,2,10.0
13354292444668613458u,1,15,3,15.0
13354724621262310574u,3,49,4,16.333333333333332
13355344423973398318u,1,7,3,7.0
13355576522407756006u,1,14,3,14.0
13358878020872978096u,6,10,1,1.6666666666666667
13360044820571073354u,1,6,2,6.0
13360440311669926382u,1,6,2,6.0
13360509246612759791u,1,6,2,6.0
1336182452067164703u,1,15,1,15.0
13363185946951938317u,1,6,1,6.0
13363370558890789852u,2,6,1,3.0
13364469961868974404u,1,10,3,10.0
13364624735468379177u,5,58,4,11.6
1336510655883158303u,3,15,3,5.0
13366898068409867678u,4,33,4,8.25
13367091194363861920u,3,11,3,3.6666666666666665
13369048723172323965u,1,12,1,12.0
13371175871037926613u,10,20,1,2.0
1337184755790117153u,2,7,1,3.5
13372426176768585602u,2,51,3,25.5
1337330935772420534u,14,127,3,9.071428571428571
13374014675125872765u,1,15,2,15.0
13374975313228389803u,7,9,1,1.2857142857142858
13374998370577086833u,1,7,3,7.0
13375766929816251394u,3,16,4,5.333333333333333
13376911364098203559u,2,6,1,3.0
13377339146772183329u,7,7,1,1.0
1337800279360840722u,2,16,3,8.0
13378398508863392067u,5,14,3,2.8
13379076844134975125u,6,6,1,1.0
13382432265868339346u,2,8,1,4.0
13382677585640512310u,6,7,1,1.1666666666666667
1338276116775617961u,1,14,4,14.0
13385290039240835312u,3,11,3,3.6666666666666665
1338612311533500706u,1,6,2,6.0
13387805648016370465u,1,30,2,30.0
13388139341756346778u,1,10,2,10.0
13388333719226822442u,2,7,1,3.5
13390182174139832073u,1,6,1,6.0
13391322730084460039u,1,6,1,6.0
13392094908255758680u,3,29,4,9.666666666666666
13393817805323359709u,1,11,4,11.0
13394491555369021272u,7,7,1,1.0
13394570481919526389u,8,34,3,4.25
13396350697734914770u,1,10,1,10.0
13396503953427085081u,1,10,2,10.0
13397613185476213542u,1,10,1,10.0
13398960859137977061u,1,9,1,9.0
13399812577229733524u,4,11,3,2.75
13400094628262181243u,3,22,2,7.333333333333333
13400269093914468896u,1,6,1,6.0
13400814081721260467u,4,14,2,3.5
1340504393674966569u,12,15,1,1.25
13406653425089153683u,5,19,2,3.8
13406817223388678239u,1,6,1,6.0
13407136578383537025u,2,12,2,6.0
13409482840389927809u,1,10,1,10.0
13410253865891540131u,1,6,2,6.0
13411682668286450390u,2,6,1,3.0
13411686158293887725u,1,12,1,12.0
13412694958050974226u,1,6,3,6.0
13415668658226104044u,9,11,1,1.2222222222222223
13415713152059478000u,1,9,3,9.0
13415775645919044061u,1,7,4,7.0
13417165108422037513u,2,6,1,3.0
13419325496340325095u,1,28,2,28.0
13421327356450690272u,2,19,3,9.5
13425271506970265600u,1,7,2,7.0
13425815607977225365u,2,6,1,3.0
13425973444697583652u,1,7,3,7.0
13429613534741792858u,3,21,4,7.0
13430223301341483722u,1,6,2,6.0
13430840136286981201u,1,12,2,12.0
13431100869880805382u,2,11,2,5.5
13431601627989502389u,1,6,1,6.0
13431704640974217040u,2,12,1,6.0
13432228365093696839u,11,11,1,1.0
1343251251012307529u,6,6,1,1.0
13432528843641442720u,1,10,2,10.0
1343340571380370203u,1,7,2,7.0
13434318847165920865u,1,7,1,7.0
13439046464115276270u,1,7,2,7.0
13439987599611821959u,1,8,2,8.0
13440025404014277928u,2,6,1,3.0
13440684739822809689u,3,63,4,21.0
13441683451661410658u,1,10,2,10.0
13443373283358652760u,1,28,4,28.0
13443662664171786646u,1,8,3,8.0
13443778546339327560u,1,8,1,8.0
13445184915522283312u,1,8,3,8.0
13445516988721564858u,2,12,2,6.0
13446598736563955187u,1,6,1,6.0
13448609791071341952u,1,31,2,31.0
13448710871798622u,1,8,2,8.0
13448808504826482665u,8,37,2,4.625
13450149033549630376u,1,36,4,36.0
13450276806826666349u,1,15,3,15.0
13452290429954004179u,3,7,1,2.3333333333333335
13453000772928089601u,1,6,3,6.0
13454242231729067236u,1,6,1,6.0
13456457207753068588u,5,11,4,2.2
13459525059070563514u,1,9,1,9.0
13463627265995352819u,1,19,3,19.0
13464382494928682117u,1,12,2,12.0
13464949314673095219u,2,11,1,5.5
1346987993004604832u,11,82,3,7.454545454545454
13470322156022341577u,1,6,3,6.0
13471635295857616451u,1,6,2,6.0
13471767407577645541u,1,17,3,17.0
13472655522102872324u,1,13,3,13.0
13472922955773258677u,1,11,2,11.0
13473012099764435682u,2,8,1,4.0
13473897499838435703u,1,14,1,14.0
13475132148811964294u,1,10,2,10.0
13476312588834649650u,1,7,2,7.0
13476591729757685956u,2,12,1,6.0
13476662481663472954u,1,12,3,12.0
13477509138676727697u,1,7,2,7.0
13478555440715920242u,2,26,3,13.0
13479340282963131796u,1,76,3,76.0
13479528122521934453u,2,22,4,11.0
13480620881955632058u,1,6,2,6.0
13480992489194978479u,3,6,1,2.0
13484284454133094480u,6,6,1,1.0
13484929874595374733u,1,7,2,7.0
13486311569020272772u,3,16,3,5.333333333333333
13486698707251054921u,2,13,2,6.5
13486933989075716407u,1,9,3,9.0
13488462510516803105u,1,7,3,7.0
13489210212314839083u,1,13,2,13.0
13490282738686686266u,1,7,2,7.0
13490972144066572243u,3,20,3,6.666666666666667
13491447392526565433u,1,6,3,6.0
13493034180903208634u,1,6,3,6.0
13495235990928424066u,1,8,2,8.0
13495793990780369976u,1,11,3,11.0
13496387178150657460u,3,19,3,6.333333333333333
13497318188048186009u,1,9,3,9.0
13497962373717444479u,1,8,2,8.0
