user,session_count,total_events,unique_page_types,events_per_session
4991319256457195175u,1,14,3,14.0
4991502120965441395u,1,7,2,7.0
4991592226736637526u,1,7,2,7.0
4992310078562302667u,1,6,2,6.0
4992817352483680840u,4,15,1,3.75
4992945348382872203u,1,13,3,13.0
4993669432945654002u,9,68,2,7.555555555555555
4994219403808429851u,1,10,4,10.0
499511726351128930u,1,10,1,10.0
4995977602131197129u,1,7,3,7.0
4996232918795636974u,4,34,4,8.5
4997074973854320380u,1,18,3,18.0
4999456449691993525u,2,25,4,12.5
5000207262803537601u,2,28,4,14.0
5001705990308749830u,1,6,2,6.0
5002892082237924051u,4,92,2,23.0
5003804315758922733u,1,21,3,21.0
5005033526116646429u,1,11,3,11.0
5005183163904883973u,1,16,2,16.0
5006085907991133915u,1,19,3,19.0
500683326592366981u,4,33,4,8.25
500944673186460785u,3,24,4,8.0
5010323010271560328u,2,56,4,28.0
5011270314373277918u,1,10,3,10.0
5013877916356359982u,1,7,2,7.0
501504075476755730u,1,6,1,6.0
501629191777101385u,1,6,3,6.0
5016353377376577371u,1,11,3,11.0
5017598131299148592u,4,13,3,3.25
5018055731561934234u,5,7,1,1.4
5018116064853337603u,1,10,1,10.0
5018234301320119389u,4,23,2,5.75
5019491209512206196u,1,9,2,9.0
5019738722999663720u,2,7,1,3.5
5019908839100414368u,7,14,1,2.0
5020249296599178187u,1,14,2,14.0
5020577291034279792u,7,17,2,2.4285714285714284
5020641524478753875u,2,7,1,3.5
5022090349144326146u,2,6,1,3.0
5022146307897711666u,4,28,3,7.0
5022166218772385043u,7,45,4,6.428571428571429
5022511827451968449u,1,22,2,22.0
5022942504444013802u,1,6,2,6.0
502516552919783789u,1,7,3,7.0
5025976726474647954u,1,8,3,8.0
5026606967935644899u,2,8,1,4.0
5027288921035699208u,5,14,3,2.8
5027670875885071922u,1,8,2,8.0
5028835031770430404u,4,66,4,16.5
5028857306409195u,1,7,3,7.0
5030142064443669265u,1,7,3,7.0
5030955605129410845u,1,6,1,6.0
5031918829271475333u,1,16,2,16.0
5034367690880347163u,2,6,1,3.0
5035317672284737401u,1,7,2,7.0
5035758489188420494u,2,24,1,12.0
5036634610359755593u,1,8,1,8.0
5037830508135354775u,3,26,2,8.666666666666666
5037923435716679736u,1,6,2,6.0
5038207577984427606u,1,12,3,12.0
5040381443555442481u,1,9,2,9.0
5042646937660171143u,2,14,3,7.0
5043347053714099363u,1,8,1,8.0
5043819701191584495u,1,7,1,7.0
5044578256637906434u,2,13,3,6.5
5045622951810628091u,1,15,2,15.0
5047048263978514704u,1,10,2,10.0
5048175468527094711u,3,23,3,7.666666666666667
5051312138297284440u,1,7,2,7.0
5052547453118224706u,6,6,1,1.0
5053208725242085322u,1,11,1,11.0
5053925574879488303u,5,10,1,2.0
5054318869424505568u,6,25,2,4.166666666666667
5055602644315820173u,1,17,3,17.0
5056586522902121426u,2,19,3,9.5
5057650092585494168u,1,19,3,19.0
5060279685255280973u,4,6,1,1.5
5060694764258442918u,1,8,1,8.0
5061234994006296071u,1,8,1,8.0
5062147705545439308u,5,11,1,2.2
5065594322040530275u,2,37,4,18.5
5065936821100830937u,2,20,4,10.0
5066834187084714704u,2,14,2,7.0
5071116042351141230u,1,32,2,32.0
5071613475147080699u,1,24,3,24.0
5074812808404666924u,2,19,2,9.5
5074863172857514412u,3,18,3,6.0
5075612254065369694u,1,7,2,7.0
5077226395914030369u,4,60,1,15.0
5077426103836701004u,1,7,2,7.0
5078510295165954301u,1,10,3,10.0
5080909443137327412u,4,10,1,2.5
508157357692231080u,2,11,3,5.5
5082217664323415339u,1,6,1,6.0
5082858563846244848u,1,6,1,6.0
508329745460151329u,1,9,3,9.0
5084598800689248735u,1,6,2,6.0
5086839690482042530u,1,11,3,11.0
5087369514445299205u,1,9,3,9.0
508814956301913576u,1,7,1,7.0
5088474638393121669u,2,7,1,3.5
508991179197301108u,6,6,1,1.0
5090129126464860997u,6,23,3,3.8333333333333335
5091303386971296541u,1,12,2,12.0
5091624251242124469u,2,9,1,4.5
5092746056237020573u,2,17,1,8.5
5099962632204783583u,1,6,3,6.0
5101020762392952969u,3,13,2,4.333333333333333
5101236508254977057u,1,6,2,6.0
5102713013780361192u,1,15,2,15.0
5103125815138164597u,1,6,2,6.0
510421499054124051u,1,6,2,6.0
5105601253035776731u,1,10,2,10.0
5107377989895490074u,1,8,2,8.0
5108290975379490275u,4,14,2,3.5
5108328403251097986u,1,10,1,10.0
5108481877640203981u,1,6,2,6.0
5109161991694804899u,3,11,3,3.6666666666666665
511295356609853995u,2,12,3,6.0
5113039398708631015u,1,6,3,6.0
5113396977640492078u,1,6,2,6.0
5113530476138557149u,1,23,3,23.0
5113988332862187888u,7,22,4,3.142857142857143
5117649306869715123u,1,15,2,15.0
5118487117059930491u,1,17,2,17.0
5118734500879159213u,9,31,4,3.4444444444444446
512262202709068102u,1,10,2,10.0
5126183677863317708u,1,6,2,6.0
5131425907877043502u,7,13,1,1.8571428571428572
5132693854671422867u,1,10,3,10.0
5132949018446239958u,2,10,1,5.0
5133198493992642712u,2,13,2,6.5
5134187853749296452u,1,6,3,6.0
5134296023126070451u,1,7,2,7.0
5134544831333902621u,3,25,2,8.333333333333334
5136712158521100219u,1,7,3,7.0
513703286761815083u,1,13,4,13.0
513784517858895410u,5,28,4,5.6
5138347627012774118u,1,12,2,12.0
5139012758310619304u,3,23,3,7.666666666666667
5140192279881501332u,1,22,2,22.0
5143095535824004904u,1,10,2,10.0
5145177303953736652u,1,8,1,8.0
5146072618134791151u,1,8,2,8.0
5147041747084432989u,2,17,4,8.5
5148052959974324939u,1,7,2,7.0
515043574385906238u,9,9,1,1.0
5151200970046758343u,1,36,3,36.0
5152131950265806260u,1,8,2,8.0
515219994863451035u,1,9,2,9.0
5153070121300953413u,2,13,2,6.5
515427819869763101u,1,11,1,11.0
5154462404248500595u,7,22,3,3.142857142857143
5156684939870910766u,1,6,1,6.0
515698851639086772u,2,7,1,3.5
516017675509610682u,1,7,1,7.0
5161438556802763796u,1,10,1,10.0
5161966698098885083u,1,20,3,20.0
5162216681906350722u,1,12,1,12.0
5162814213373019860u,1,6,2,6.0
5162962104080714801u,1,7,2,7.0
516592879071295531u,2,11,3,5.5
5167023030074472955u,1,7,3,7.0
5167869868021457061u,1,21,3,21.0
5168000032888868212u,1,9,3,9.0
5168108315655878882u,1,8,3,8.0
5168586942166998798u,1,10,4,10.0
5169783493930249388u,1,20,2,20.0
5169825960869036510u,2,12,3,6.0
5170201323400452958u,1,10,2,10.0
5171115855510463031u,2,9,1,4.5
5172360947486650182u,2,14,2,7.0
5175298401262068020u,1,9,2,9.0
5177787786461105086u,1,33,4,33.0
5178831710663231761u,1,7,2,7.0
5183278751068707979u,2,13,2,6.5
518387588607348070u,1,11,1,11.0
5184535325262671599u,1,7,3,7.0
5185119994364700409u,1,7,2,7.0
5185371212920787507u,1,6,1,6.0
5185966820314046801u,1,7,3,7.0
5187236244401111595u,1,9,1,9.0
5188050116335028596u,3,10,1,3.3333333333333335
518810411440152769u,3,11,2,3.6666666666666665
5188179532019804118u,5,13,1,2.6
5188724882771702994u,5,25,4,5.0
5189044648367690456u,1,11,1,11.0
5189146002690553533u,6,11,1,1.8333333333333333
518916833000991279u,1,10,2,10.0
5189906568687646694u,1,7,2,7.0
5190945635535665917u,1,6,2,6.0
5191955554142342088u,1,12,3,12.0
5192888424235488914u,4,11,1,2.75
5193937978309412523u,2,6,1,3.0
519463009339964533u,3,22,3,7.333333333333333
5195651878690958751u,3,43,3,14.333333333333334
5195685148762263609u,1,23,2,23.0
5195812338701652958u,5,6,1,1.2
5199958279190783047u,1,6,1,6.0
5200657698432200862u,2,11,2,5.5
5201605122482501811u,1,7,1,7.0
5203117623780163689u,1,7,1,7.0
5204137580560712663u,1,6,2,6.0
5205072825709917752u,2,11,3,5.5
5206343523238985955u,2,21,3,10.5
5206766312583875822u,1,12,1,12.0
520848583981988912u,2,6,1,3.0
5208559565068846289u,1,7,1,7.0
5210533310931736983u,2,19,2,9.5
5210639431545666395u,1,6,1,6.0
5213176207219527100u,9,11,1,1.2222222222222223
5213764409765386534u,1,14,2,14.0
5215378158357139152u,1,11,2,11.0
5216699710105176923u,2,11,2,5.5
5217621693968461338u,1,6,1,6.0
5218924718857523622u,6,6,1,1.0
5219484706635663008u,2,24,3,12.0
5219573445075665399u,2,9,1,4.5
522235062507766542u,4,11,1,2.75
5224262216615406423u,2,12,2,6.0
5225200773005747671u,1,14,2,14.0
522577238946499131u,1,20,4,20.0
5226555610704159367u,1,53,3,53.0
5227645896869659462u,3,12,2,4.0
5231848128680752183u,1,8,3,8.0
5232033775030858087u,1,8,1,8.0
5232061481899654844u,1,17,3,17.0
5232545572445283581u,1,21,1,21.0
5233054568654539190u,4,6,1,1.5
5233148809988618311u,1,66,4,66.0
5235301996060417656u,1,12,1,12.0
5235455369605656235u,2,8,1,4.0
5236073868493607458u,2,6,1,3.0
5237193057252525399u,1,8,1,8.0
5238615185212028153u,1,22,2,22.0
5238976711883802477u,2,17,3,8.5
5241589817687312428u,2,8,1,4.0
5241726753140839791u,1,7,3,7.0
5242806572074656468u,1,8,2,8.0
5243844366700420643u,3,12,3,4.0
5245828695238706370u,2,6,1,3.0
5246328833548170916u,1,7,1,7.0
5247042185232163401u,1,7,2,7.0
5248275955588984998u,1,8,2,8.0
5248504043813496806u,1,8,3,8.0
5249455822443784168u,1,6,1,6.0
5250871310214873282u,1,18,3,18.0
5252184008369355490u,1,6,1,6.0
5253215906078459906u,1,14,2,14.0
5253399055197641031u,13,13,1,1.0
5256808039229691443u,1,8,1,8.0
5256864184625522469u,1,16,3,16.0
5258046563046721375u,2,11,2,5.5
525856941307889141u,1,6,2,6.0
5259649161415350400u,2,6,1,3.0
5260649314656283640u,1,6,3,6.0
5261407215082283360u,1,7,1,7.0
526149335706952035u,4,18,1,4.5
5261684242749342846u,1,8,3,8.0
5261874901586339269u,1,20,2,20.0
5261987408782176215u,2,17,1,8.5
5262534487743159302u,6,8,1,1.3333333333333333
5263183258811518013u,1,10,1,10.0
5264970693544258542u,1,10,2,10.0
5265212553068134389u,1,22,3,22.0
5268139377208603242u,1,9,3,9.0
5273162659465466770u,1,8,3,8.0
5273247580458909616u,6,6,1,1.0
5274894861389422403u,2,12,2,6.0
5275389809918381784u,2,7,1,3.5
5276371132480634694u,1,10,4,10.0
5276790737451307036u,1,19,2,19.0
5277217520168604035u,2,11,2,5.5
5277553880242276919u,1,7,1,7.0
5281345349102614481u,1,13,3,13.0
5281750185134711755u,6,19,2,3.1666666666666665
5282040804530945891u,1,9,2,9.0
5282145384244746235u,1,6,2,6.0
5283951468348988055u,1,11,3,11.0
5284189309542698863u,12,13,1,1.0833333333333333
528515673679304537u,8,9,1,1.125
5286855294898316078u,1,7,2,7.0
5289633028244796163u,1,6,2,6.0
5290572094286886872u,1,19,2,19.0
5292702935625303745u,1,8,1,8.0
5293974945988348975u,2,11,4,5.5
5295452534419199899u,3,19,2,6.333333333333333
5297637452307260201u,1,6,1,6.0
5301500350092933618u,2,13,2,6.5
5302134153755466230u,13,13,1,1.0
5302647702526352385u,2,21,4,10.5
5303017786743431468u,1,6,1,6.0
5303863973190468018u,4,7,1,1.75
5303959830515160303u,1,11,3,11.0
5304435430704335964u,13,13,1,1.0
5306005781061080997u,2,21,3,10.5
5306333676731074245u,6,28,2,4.666666666666667
5307349321869643428u,2,6,1,3.0
5308321787360068652u,1,7,2,7.0
5310287804241268614u,1,16,2,16.0
5310329763876503336u,1,7,2,7.0
5310614295174583677u,2,9,1,4.5
5310805937204933478u,3,20,4,6.666666666666667
5313157955289979821u,1,12,1,12.0
5314488619208987396u,14,14,1,1.0
531854454042099297u,22,29,1,1.3181818181818181
5318713090425341039u,5,22,2,4.4
5319278025913119229u,2,11,1,5.5
5321417886886628026u,1,8,1,8.0
5321492532335401068u,1,8,2,8.0
5323420699478276125u,1,9,2,9.0
5324646211651793832u,1,6,1,6.0
5325002568504329669u,1,6,1,6.0
5325227533320077559u,5,6,1,1.2
5328436425878803615u,1,14,2,14.0
5328726711092691822u,1,8,1,8.0
5329267280975231875u,3,21,3,7.0
5329502766353879009u,1,13,3,13.0
5330300999646718781u,6,6,1,1.0
5331423270153592667u,17,85,4,5.0
5331913423547833156u,1,8,3,8.0
5332048155949755985u,1,6,3,6.0
5334838411439719804u,2,6,1,3.0
5338758508298860389u,1,8,2,8.0
5339571095997085178u,7,15,3,2.142857142857143
5339872730515634471u,1,7,3,7.0
5341145924513858056u,2,7,1,3.5
5342002607634372529u,1,8,2,8.0
5342409317031246358u,1,6,1,6.0
534515581315522695u,6,9,1,1.5
5346365039719733193u,12,28,3,2.3333333333333335
5347577125088797163u,1,8,2,8.0
5347693538604135168u,1,13,2,13.0
5349529982048508976u,1,10,2,10.0
5351643702248136352u,1,16,1,16.0
5352701294298547391u,4,7,1,1.75
5353489598394474833u,1,7,1,7.0
5353649665579288597u,1,10,2,10.0
5357405367239228405u,1,11,2,11.0
5357833132421438598u,1,6,1,6.0
535884503323262461u,2,28,3,14.0
5360947855078068340u,2,7,1,3.5
5362246208762613735u,7,8,1,1.1428571428571428
5362858670415879398u,2,6,1,3.0
5362868799153182194u,1,12,2,12.0
5363231428753659550u,2,12,3,6.0
5364648635703499845u,1,8,3,8.0
5364653223857375556u,4,29,3,7.25
5364853431147614170u,3,18,4,6.0
5365446555993771363u,3,11,2,3.6666666666666665
5366406367452424351u,1,9,2,9.0
5367072750015765825u,2,12,1,6.0
5367930779146288970u,1,19,2,19.0
5368509075747119609u,1,6,2,6.0
5369329140306684462u,1,6,1,6.0
5369382903348419391u,1,21,3,21.0
5371199569029803196u,4,27,2,6.75
5371393599434792927u,2,29,3,14.5
5372544621999816379u,4,29,3,7.25
5373325787920492724u,6,6,1,1.0
5374073031924822394u,1,8,1,8.0
5374178700414867298u,3,11,3,3.6666666666666665
5375141852851603953u,1,7,2,7.0
5375784422637635327u,1,8,2,8.0
5377187204283574548u,1,18,2,18.0
5377747472727605617u,1,8,2,8.0
5378593363586026265u,5,21,3,4.2
5378781871990171673u,3,14,2,4.666666666666667
5381560338735977521u,3,6,1,2.0
5382138402861567411u,1,14,2,14.0
53833624998689406u,2,7,1,3.5
5385191589384812011u,2,25,4,12.5
5386378419317818864u,1,8,2,8.0
5392532062787532324u,6,6,1,1.0
5392903334419926429u,2,11,1,5.5
539350663996769221u,1,17,4,17.0
5394337737978431744u,1,6,1,6.0
5396236518415932926u,1,12,2,12.0
5397783436076532380u,20,21,1,1.05
5398463916479604020u,1,9,2,9.0
5398695392819912890u,1,6,1,6.0
5399048245828448071u,1,6,2,6.0
5399093487735719721u,1,13,3,13.0
5401657607796269175u,1,7,2,7.0
5401661255749644229u,2,16,2,8.0
5402520335499320278u,1,10,4,10.0
5402663096286036844u,1,9,2,9.0
5403649456347867208u,1,6,2,6.0
5405259672999697931u,1,14,3,14.0
5405430390063451535u,1,11,2,11.0
5408788963119519063u,6,6,1,1.0
5408794967937973533u,1,13,3,13.0
5409131517261393116u,1,14,2,14.0
5412343194323820971u,2,17,3,8.5
5413574129586570669u,2,18,4,9.0
5414784768839416488u,2,8,1,4.0
5417413203350661238u,7,8,1,1.1428571428571428
5419094878626659190u,1,10,2,10.0
541930193530734047u,2,9,1,4.5
5419982685471219732u,3,12,3,4.0
5420246260260387909u,1,10,3,10.0
5420717715651315271u,5,17,2,3.4
5421341130316668137u,1,45,3,45.0
542139359763830869u,1,9,1,9.0
5422794574488335132u,1,9,2,9.0
5423018942375615991u,1,6,2,6.0
5424643347462595224u,2,6,1,3.0
5427333623114503715u,2,8,1,4.0
5429888438903287343u,1,10,3,10.0
5429931492917807572u,1,6,1,6.0
5430447799642924699u,1,24,2,24.0
5432362966608460158u,1,11,2,11.0
5433352315070744787u,3,7,1,2.3333333333333335
5433531108046974814u,1,9,1,9.0
5433817112512481645u,6,6,1,1.0
5435740149037535151u,1,6,3,6.0
5436257834927006535u,1,7,1,7.0
5437948902279227028u,3,11,2,3.6666666666666665
543798400230770683u,3,6,1,2.0
5438843286013562432u,1,23,2,23.0
5438850186765463470u,1,7,2,7.0
5439843668715691697u,2,10,1,5.0
5439999043031572666u,1,11,2,11.0
5440001171578982747u,1,10,1,10.0
5440206952496230190u,3,9,1,3.0
5442784824861713422u,1,15,2,15.0
5443771716770967158u,1,9,3,9.0
5444158867744043353u,3,21,3,7.0
5444344319222779956u,1,6,3,6.0
54453522936284236u,1,18,2,18.0
5445643552380434364u,4,32,2,8.0
5447146682082432903u,1,7,3,7.0
5447555594351019546u,1,15,2,15.0
5448716490049976752u,1,17,2,17.0
5448752403464844389u,8,17,3,2.125
5450020030073767508u,4,25,3,6.25
5450871826960731029u,7,7,1,1.0
5451329372194303940u,8,8,1,1.0
5453016564500062547u,2,13,4,6.5
5453815113603281370u,12,13,1,1.0833333333333333
54541749573900365u,1,9,3,9.0
5456118418849713215u,8,8,1,1.0
54568151656952634u,1,16,4,16.0
5457834166481034460u,1,15,1,15.0
545896922326311667u,2,6,1,3.0
546009501780013185u,1,8,2,8.0
5464562002142401661u,5,25,1,5.0
5465435278558662852u,10,11,1,1.1
5465736643265145583u,1,10,1,10.0
5467206138897669634u,3,8,1,2.6666666666666665
5470274829478420561u,7,7,1,1.0
5470611370978018486u,2,9,1,4.5
5471146382309769275u,1,8,2,8.0
5472031289830479517u,1,7,1,7.0
5472300863120894503u,1,9,2,9.0
5473601016468445435u,1,21,3,21.0
5473776446112745422u,4,43,4,10.75
547506506171534332u,1,6,2,6.0
547704230852249378u,1,8,2,8.0
5477077357573218556u,1,6,1,6.0
5477214087367245771u,3,14,1,4.666666666666667
5477905438664109628u,1,12,2,12.0
5478306621013953123u,1,8,2,8.0
5479244226909640890u,1,7,1,7.0
5480377115836922486u,1,6,2,6.0
5481423521442757080u,1,11,2,11.0
5481549893522130553u,1,10,2,10.0
5484724541313769893u,1,6,1,6.0
5486562199535477883u,1,10,2,10.0
5489186409581577855u,1,7,2,7.0
5490330565442017094u,1,8,3,8.0
5491464084431020756u,1,13,3,13.0
5492541457679296189u,1,18,2,18.0
5493570190916966372u,1,7,2,7.0
5494506926745456281u,4,10,1,2.5
5495888708345518591u,2,25,3,12.5
5497077173036062060u,1,7,3,7.0
5497829045150615274u,1,11,2,11.0
5498684285609169649u,5,30,3,6.0
5498716846068370335u,1,6,2,6.0
5499666576427006421u,4,6,1,1.5
5500731655828416812u,11,12,1,1.0909090909090908
5500942422029013236u,2,8,1,4.0
5502137023305164618u,1,7,2,7.0
5502194084711925454u,3,33,3,11.0
5504517800858971660u,1,7,2,7.0
550452406481434361u,1,15,4,15.0
5505211416677121803u,1,11,3,11.0
5505338585442443504u,1,9,3,9.0
5507049593616569606u,1,12,3,12.0
5507327417522236620u,3,22,1,7.333333333333333
550833247174228136u,1,9,3,9.0
5512273319916668421u,1,28,3,28.0
5512809238333547466u,1,6,2,6.0
5513576673082426820u,1,17,2,17.0
5513641205689906685u,2,36,4,18.0
5513778829285665837u,1,6,1,6.0
5514089330074764718u,1,6,2,6.0
5515040035296104347u,1,7,2,7.0
5515805271229703568u,5,51,4,10.2
5517132789329075888u,1,10,3,10.0
5517496459504978245u,1,7,1,7.0
5518238196441377009u,10,41,3,4.1
5519670432041451164u,6,6,1,1.0
5519744115223194204u,1,6,3,6.0
5520843682851095586u,1,8,1,8.0
5525960021053706316u,1,9,1,9.0
5527540557972521573u,1,8,1,8.0
5530048110578213061u,1,9,2,9.0
5530876559514710892u,1,8,2,8.0
5531032641384635402u,3,29,3,9.666666666666666
553137134028859516u,4,15,2,3.75
5532295552860318805u,3,23,4,7.666666666666667
5532956981113040489u,4,12,3,3.0
5537684803424857456u,1,6,2,6.0
5537983681004962646u,3,34,4,11.333333333333334
5538016806912064197u,6,6,1,1.0
5539083837505179862u,1,7,1,7.0
553912171999825368u,5,6,1,1.2
5539179285466996827u,2,11,2,5.5
5539835290103863392u,1,21,3,21.0
5540234463021010775u,4,14,3,3.5
5540434056642712630u,4,11,1,2.75
5543824586795422167u,3,11,3,3.6666666666666665
5544848439421208110u,1,6,3,6.0
554524753012781078u,1,7,1,7.0
5545635935524998489u,1,7,4,7.0
5546484164040958846u,2,11,2,5.5
5546635741272250032u,1,7,2,7.0
5546799195550058507u,4,8,1,2.0
5546895173282522280u,1,14,2,14.0
554724104578867750u,2,10,1,5.0
5548645319547825286u,2,50,3,25.0
5548801068025223993u,2,11,2,5.5
5549778537685961640u,5,7,1,1.4
5552468660572415408u,1,19,2,19.0
5552558772556973073u,2,19,2,9.5
5552763860477600362u,1,8,2,8.0
5554066535566096129u,1,6,3,6.0
5554275895628142006u,6,6,1,1.0
555439260980247021u,3,26,4,8.666666666666666
5557883295666541148u,7,78,3,11.142857142857142
5559377519347209192u,1,7,3,7.0
5559680029998296709u,11,12,1,1.0909090909090908
5560104899824861388u,1,6,2,6.0
556070257219018901u,4,11,2,2.75
5561328226432374973u,1,6,2,6.0
5561336235435550905u,5,25,4,5.0
5561510592841766226u,1,11,1,11.0
5562119658579654103u,3,11,2,3.6666666666666665
5562968202836621867u,1,7,1,7.0
5563151712156670174u,1,14,3,14.0
5564662957844810145u,1,19,2,19.0
5564813462492487054u,1,10,4,10.0
5564859565787390682u,1,9,3,9.0
5564945401717316450u,1,8,1,8.0
5564956550710007253u,4,19,3,4.75
5565931631460363523u,4,16,3,4.0
556799468819628842u,1,9,3,9.0
5570111364755387811u,1,15,2,15.0
5572328705909057173u,1,6,2,6.0
5573685169170675728u,1,16,2,16.0
5574470381860804557u,1,19,2,19.0
5574605759192967122u,1,7,1,7.0
557989322259639938u,1,11,1,11.0
5580007251872515036u,1,7,1,7.0
5581182127169531006u,1,6,3,6.0
5581264650684794730u,1,12,2,12.0
5581294247170281510u,1,9,3,9.0
5582500895419376500u,1,8,1,8.0
5582634179412489541u,3,12,2,4.0
5582777291995489559u,6,7,1,1.1666666666666667
558384587722917702u,2,10,1,5.0
5584619642335209244u,1,8,2,8.0
5586576014155859126u,4,24,4,6.0
5587016028344117774u,1,11,1,11.0
5587214536825855490u,1,8,2,8.0
5588502732602136529u,8,8,1,1.0
5592292633268328532u,2,13,1,6.5
5593891121644705678u,1,8,4,8.0
5595452363354521957u,1,7,2,7.0
5597015496427688952u,1,6,1,6.0
559818778643274187u,1,8,3,8.0
5599229012317812340u,1,17,1,17.0
5600528365533866007u,1,17,2,17.0
5604457722853568915u,8,12,1,1.5
5605439297321526341u,1,12,2,12.0
5606439615086336492u,1,10,3,10.0
5606908074437084677u,1,17,2,17.0
5609722439920269410u,2,16,4,8.0
5610602838184239900u,1,18,2,18.0
5614804893691197172u,1,6,2,6.0
5615766734448102623u,7,8,1,1.1428571428571428
5616172948185954318u,1,13,4,13.0
5616262409018095586u,2,8,1,4.0
5616825834814532226u,1,13,1,13.0
5617906862339132503u,14,14,1,1.0
561797909762239879u,1,24,3,24.0
5618138749323052824u,3,7,1,2.3333333333333335
561897857073611334u,1,20,4,20.0
5619679807174776504u,1,6,1,6.0
562044844360066201u,2,14,2,7.0
5621523197035415744u,1,7,2,7.0
5625036037560473117u,3,13,4,4.333333333333333
5625259720052190653u,1,6,2,6.0
562538507577525775u,1,6,3,6.0
5626550447774581250u,2,19,4,9.5
5628635419783447380u,2,19,2,9.5
5630736287406715833u,1,6,3,6.0
5632022197233961739u,1,7,3,7.0
5632154564243455940u,1,6,3,6.0
5632497361420094585u,1,6,2,6.0
5633182561732494285u,1,6,1,6.0
563366670402546566u,1,9,2,9.0
5634691816168700980u,1,7,2,7.0
5634830117445545945u,1,8,1,8.0
5634874913205954589u,3,6,1,2.0
5635510140754461883u,1,8,3,8.0
5638220225834626562u,2,44,4,22.0
5639299474687015443u,3,19,2,6.333333333333333
5639545301562556249u,1,7,1,7.0
5641684035929775909u,1,6,2,6.0
5648530753757124713u,1,6,1,6.0
5648819023040890910u,1,8,2,8.0
564905201045263879u,1,9,2,9.0
5650445307619238783u,1,9,1,9.0
565080583189026308u,1,17,2,17.0
565161976148768673u,5,28,3,5.6
5652453396277087952u,1,7,1,7.0
5653030422575711275u,1,15,4,15.0
5655079563350998404u,6,7,1,1.1666666666666667
5655971091002129754u,1,9,2,9.0
5657820869891283655u,3,14,4,4.666666666666667
5658299971458227262u,5,13,2,2.6
5660320444186393114u,1,10,2,10.0
5661230674034527552u,1,6,1,6.0
5661407954152751950u,3,11,1,3.6666666666666665
5662591451568395610u,5,6,1,1.2
5662674217400557903u,1,7,2,7.0
5663166227096278986u,1,48,4,48.0
5663432563881988683u,1,14,2,14.0
5667702652175645594u,3,28,1,9.333333333333334
5667777941356327392u,1,23,2,23.0
5668032723729950132u,1,7,1,7.0
5668414907614228316u,1,6,1,6.0
5668843786548482784u,1,21,2,21.0
5669105020453796554u,1,15,1,15.0
566910768827729388u,3,6,1,2.0
566958956676830547u,4,13,3,3.25
5673148458470310535u,1,6,1,6.0
567316587395622663u,1,8,3,8.0
5673206658499235252u,5,9,1,1.8
5674044889100796933u,1,14,4,14.0
5674443856642610613u,2,10,1,5.0
5676574213815051257u,4,18,2,4.5
5679170705110100958u,8,20,4,2.5
5679578818490018363u,1,12,2,12.0
5679721047430209620u,2,7,1,3.5
568080286781862380u,1,8,3,8.0
5681892356262958001u,1,11,3,11.0
5683657342802150772u,1,8,3,8.0
5688492723320902617u,20,159,4,7.95
5688941294023764569u,1,6,2,6.0
5689653462515352806u,2,7,1,3.5
5691061551864365936u,6,6,1,1.0
5692252200041829511u,2,15,2,7.5
5694789252666076004u,5,46,2,9.2
5696392263332370664u,5,32,3,6.4
5699592537488978201u,1,8,2,8.0
5701739868116836857u,3,26,4,8.666666666666666
5701757466435822249u,1,14,4,14.0
5702109468959993031u,1,11,2,11.0
570262302800173003u,6,31,4,5.166666666666667
5703593314908691968u,1,13,3,13.0
5704593462059116988u,4,25,4,6.25
5706863302359496376u,1,11,2,11.0
5707362618572268608u,1,7,2,7.0
5708814241862448570u,2,16,3,8.0
5709099344706341337u,1,21,2,21.0
5709689210263649188u,1,12,2,12.0
571047130177939088u,1,7,1,7.0
5713191967513303998u,10,10,1,1.0
5713273140419625454u,1,6,2,6.0
5714831808757061008u,1,7,3,7.0
5715275085678363922u,1,7,2,7.0
5716916209178772739u,2,7,1,3.5
5717157464116149912u,1,14,3,14.0
57180806122981855u,1,14,3,14.0
5720175784786014603u,6,28,2,4.666666666666667
5720508085607901664u,2,12,3,6.0
5720910771312946875u,1,6,1,6.0
5721130743154626623u,3,6,1,2.0
5721897836407570025u,1,8,3,8.0
5723710335602090635u,1,6,2,6.0
5723966280278645650u,1,6,2,6.0
5724355473119009199u,1,24,4,24.0
5724846255425108192u,5,11,3,2.2
5724995749123849409u,1,7,3,7.0
5725445098691433053u,1,7,2,7.0
5725886560998125922u,1,8,3,8.0
5726790012696426489u,4,14,3,3.5
5727972383257887666u,1,10,3,10.0
5728196582965912052u,2,44,3,22.0
5729654275484744236u,1,9,2,9.0
5731091863058368848u,4,11,3,2.75
5732710188907907951u,1,6,1,6.0
5732811414374006045u,1,11,2,11.0
5733144048728472607u,5,71,4,14.2
5733146760190499607u,2,12,2,6.0
5734074609059866158u,1,9,2,9.0
5734104765366886007u,1,6,2,6.0
5734130561245273490u,2,11,2,5.5
5735407952698868941u,1,18,2,18.0
573636932286347307u,4,7,1,1.75
5736631758041950698u,2,20,3,10.0
5739068879946903621u,2,6,1,3.0
5740070320049416863u,1,16,1,16.0
5740149730430994585u,3,11,2,3.6666666666666665
574168276190051233u,2,13,1,6.5
5743026893181429502u,2,20,3,10.0
5743259772834039749u,1,36,2,36.0
5744389807985896046u,2,12,3,6.0
5746441325773318471u,1,6,2,6.0
5749423623027288681u,1,11,3,11.0
